book,chapter,verse,entity,label
,14,8,David,PERSON
,14,8,David,PERSON
,14,9,Philistines,NORP
,14,10,David,PERSON
,14,10,Philistines,NORP
,14,11,So,PERSON
,14,11,Baalperazim,GPE
,14,11,David,PERSON
,14,11,David,PERSON
,14,11,Baalperazim,GPE
,14,12,David,PERSON
,14,13,Philistines,NORP
,14,14,David,PERSON
,14,15,Philistines,PRODUCT
,14,16,David,PERSON
,14,16,Philistines,NORP
,14,16,Gibeon,PERSON
,14,16,Gazer,PERSON
,14,17,David,PERSON
,15,1,David,PERSON
,15,1,David,GPE
,15,1,ark,PERSON
,15,2,David,PERSON
,15,2,ark,PERSON
,15,2,Levites,ORG
,15,2,ark,PERSON
,15,3,David,PERSON
,15,3,Israel,GPE
,15,3,Jerusalem,GPE
,15,3,ark,PERSON
,15,4,David,PERSON
,15,4,Aaron,PERSON
,15,4,Levites,PRODUCT
,15,5,Kohath,GPE
,15,5,Uriel,PERSON
,15,5,an hundred and twenty,CARDINAL
,15,6,Merari,ORG
,15,6,Asaiah,ORG
,15,6,two hundred and twenty,CARDINAL
,15,7,Gershom,ORG
,15,7,Joel,PERSON
,15,7,an hundred and thirty,CARDINAL
,15,8,Elizaphan,GPE
,15,8,Shemaiah,GPE
,15,8,two hundred,CARDINAL
,15,9,Hebron,GPE
,15,9,Eliel,PERSON
,15,9,fourscore,CARDINAL
,15,10,Uzziel,ORG
,15,10,Amminadab,ORG
,15,10,an hundred and twelve,CARDINAL
,15,11,David,PERSON
,15,11,Zadok and Abiathar,PERSON
,15,11,Levites,ORG
,15,11,Uriel,PERSON
,15,11,Asaiah,ORG
,15,11,"Joel, Shemaiah",PERSON
,15,11,Eliel,PERSON
,15,11,Amminadab,ORG
,15,12,Ye,PERSON
,15,12,Levites,PRODUCT
,15,12,ark,PERSON
,15,12,Israel,GPE
,15,13,first,ORDINAL
,15,14,So,PERSON
,15,14,Levites,ORG
,15,14,ark,PERSON
,15,14,Israel,GPE
,15,15,Levites,PRODUCT
,15,15,ark,PERSON
,15,15,Moses,PERSON
,15,16,David,PERSON
,15,16,Levites,ORG
,15,17,So,PERSON
,15,17,Levites,ORG
,15,17,Heman,PERSON
,15,17,Joel,PERSON
,15,17,Asaph,PERSON
,15,17,Berechiah,ORG
,15,17,Merari,ORG
,15,17,Ethan,PERSON
,15,17,Kushaiah,ORG
,15,18,second,ORDINAL
,15,18,Zechariah,PERSON
,15,18,Ben,PERSON
,15,18,Jaaziel,PERSON
,15,18,Shemiramoth,PERSON
,15,18,Jehiel,PERSON
,15,18,"Unni, Eliab",ORG
,15,18,Benaiah,PRODUCT
,15,18,Maaseiah,ORG
,15,18,Mattithiah,PERSON
,15,18,Mikneiah,PERSON
,15,18,Obededom,PERSON
,15,18,Jeiel,PERSON
,15,19,So,PERSON
,15,19,Heman,PERSON
,15,19,Asaph,GPE
,15,19,Ethan,PERSON
,15,20,Zechariah,PERSON
,15,20,Aziel,ORG
,15,20,Shemiramoth,PERSON
,15,20,Jehiel,PERSON
,15,20,Unni,ORG
,15,20,Eliab,PERSON
,15,20,Maaseiah,ORG
,15,20,Benaiah,PERSON
,15,20,on,PERSON
,15,20,Alamoth,GPE
,15,21,Mattithiah,PERSON
,15,21,Mikneiah,PERSON
,15,21,Obededom,PERSON
,15,21,Jeiel,PERSON
,15,21,Azaziah,ORG
,15,21,on,PERSON
,15,21,Sheminith,ORG
,15,22,Chenaniah,PERSON
,15,22,Levites,ORG
,15,23,Berechiah,PERSON
,15,23,Elkanah,PERSON
,15,23,ark,PERSON
,15,24,Shebaniah,PERSON
,15,24,Jehoshaphat,PERSON
,15,24,Nethaneel,PERSON
,15,24,Amasai,PERSON
,15,24,Zechariah,PERSON
,15,24,Benaiah,PERSON
,15,24,Eliezer,PERSON
,15,24,ark,PERSON
,15,24,Obededom and Jehiah,ORG
,15,24,ark,PERSON
,15,25,So,PERSON
,15,25,David,PERSON
,15,25,Israel,GPE
,15,25,thousands,CARDINAL
,15,25,ark,PERSON
,15,25,Obededom,PERSON
,15,26,Levites,ORG
,15,26,ark,PERSON
,15,26,seven,CARDINAL
,15,26,seven,CARDINAL
,15,27,David,PERSON
,15,27,Levites,ORG
,15,27,ark,PERSON
,15,27,Chenaniah,PERSON
,15,27,David,PERSON
,15,27,ephod,PERSON
,15,28,Israel,GPE
,15,28,ark,PERSON
,15,29,ark,PERSON
,15,29,David,GPE
,15,29,Michal,PERSON
,15,29,daughter,PERSON
,15,29,Saul,PERSON
,15,29,David,PERSON
,16,1,So,PERSON
,16,1,ark,PERSON
,16,1,David,PERSON
,16,2,David,PERSON
,16,3,Israel,GPE
,16,4,Levites,ORG
,16,4,ark,PERSON
,16,4,Israel,GPE
,16,5,Asaph,PERSON
,16,5,Zechariah,PERSON
,16,5,Jeiel,PERSON
,16,5,Shemiramoth,PERSON
,16,5,Jehiel,PERSON
,16,5,Mattithiah,PERSON
,16,5,Eliab,PERSON
,16,5,Benaiah,PERSON
,16,5,Jeiel,PERSON
,16,5,Asaph,PERSON
,16,6,Benaiah,PERSON
,16,6,Jahaziel,PERSON
,16,6,ark,PERSON
,16,7,on,PERSON
,16,7,David,PERSON
,16,7,first,ORDINAL
,16,7,Asaph,GPE
,16,13,Israel,GPE
,16,13,Jacob,PERSON
,16,15,a thousand,CARDINAL
,16,16,Abraham,PERSON
,16,16,Isaac,PERSON
,16,17,Jacob,PERSON
,16,17,Israel,GPE
,16,18,Canaan,GPE
,16,18,lot,PERSON
,16,20,one,CARDINAL
,16,36,Israel,GPE
,16,37,So,PERSON
,16,37,ark,PERSON
,16,37,Asaph,PERSON
,16,37,ark,PERSON
,16,37,day,DATE
,16,38,threescore and eight,CARDINAL
,16,38,Obededom,PERSON
,16,38,Jeduthun,GPE
,16,38,Hosah,PERSON
,16,39,Zadok,PERSON
,16,39,Gibeon,GPE
,16,40,morning,TIME
,16,40,evening,TIME
,16,40,Israel,GPE
,16,41,Heman,PERSON
,16,41,Jeduthun,GPE
,16,42,Heman,PERSON
,16,42,Jeduthun,GPE
,16,42,Jeduthun,GPE
,16,43,David,PERSON
,17,1,David,PERSON
,17,1,David,PERSON
,17,1,Nathan the prophet,PERSON
,17,1,Lo,PERSON
,17,1,ark,PERSON
,17,2,Nathan,ORG
,17,2,David,PERSON
,17,3,the same night,TIME
,17,3,Nathan,ORG
,17,4,David,PERSON
,17,5,the day,DATE
,17,5,Israel,GPE
,17,5,this day,DATE
,17,5,one,CARDINAL
,17,6,Israel,GPE
,17,6,Israel,GPE
,17,7,David,PERSON
,17,7,Israel,GPE
,17,9,Israel,GPE
,17,10,Israel,GPE
,17,15,so,PERSON
,17,15,Nathan,PERSON
,17,15,David,PERSON
,17,16,David,PERSON
,17,18,David,PERSON
,17,21,one,CARDINAL
,17,21,Israel,GPE
,17,21,Egypt,GPE
,17,22,Israel,GPE
,17,24,Israel,GPE
,17,24,Israel,GPE
,17,24,David,PERSON
,18,1,David,PERSON
,18,1,Philistines,NORP
,18,1,Gath,PERSON
,18,1,Philistines,PRODUCT
,18,2,Moab,GPE
,18,2,Moabites,ORG
,18,2,David,PERSON
,18,3,David,PERSON
,18,3,Hadarezer,GPE
,18,3,Zobah,PERSON
,18,3,Hamath,PERSON
,18,3,Euphrates,LOC
,18,4,David,PERSON
,18,4,a thousand,CARDINAL
,18,4,seven thousand,CARDINAL
,18,4,twenty thousand,CARDINAL
,18,4,David,PERSON
,18,4,an hundred,CARDINAL
,18,5,Syrians,NORP
,18,5,Damascus,GPE
,18,5,Hadarezer,ORG
,18,5,Zobah,PERSON
,18,5,David,PERSON
,18,5,Syrians,NORP
,18,5,two,CARDINAL
,18,5,twenty thousand,CARDINAL
,18,6,David,PERSON
,18,6,put,PERSON
,18,6,Syriadamascus,ORG
,18,6,Syrians,NORP
,18,6,David,PERSON
,18,6,David,PERSON
,18,7,David,PERSON
,18,7,on,PERSON
,18,7,Hadarezer,ORG
,18,7,Jerusalem,GPE
,18,8,Tibhath,ORG
,18,8,Chun,PERSON
,18,8,Hadarezer,GPE
,18,8,David,PERSON
,18,8,Solomon,PERSON
,18,9,Tou,PERSON
,18,9,Hamath,NORP
,18,9,David,PERSON
,18,9,Hadarezer,ORG
,18,9,Zobah,PERSON
,18,10,Hadoram,PERSON
,18,10,David,PERSON
,18,10,Hadarezer,ORG
,18,10,Hadarezer,ORG
,18,10,Tou,PERSON
,18,11,David,PERSON
,18,11,Edom,ORG
,18,11,Moab,GPE
,18,11,Ammon,PERSON
,18,11,Philistines,NORP
,18,11,Amalek,GPE
,18,12,Abishai,PERSON
,18,12,Zeruiah,PERSON
,18,12,eighteen thousand,DATE
,18,13,put,PERSON
,18,13,Edom,GPE
,18,13,Edomites,PERSON
,18,13,David,PERSON
,18,13,David,PERSON
,18,14,So,PERSON
,18,14,David,PERSON
,18,14,Israel,GPE
,18,15,Joab,PERSON
,18,15,Zeruiah,PERSON
,18,15,Jehoshaphat,PERSON
,18,15,Ahilud,PERSON
,18,16,Zadok,PERSON
,18,16,Ahitub,PERSON
,18,16,Abimelech,ORG
,18,16,Abiathar,PERSON
,18,16,Shavsha,GPE
,18,17,Benaiah,PERSON
,18,17,Jehoiada,ORG
,18,17,Cherethites,PRODUCT
,18,17,Pelethites,GPE
,18,17,David,PERSON
,19,1,Nahash,ORG
,19,1,Ammon,PERSON
,19,2,David,PERSON
,19,2,Hanun,PERSON
,19,2,Nahash,ORG
,19,2,David,PERSON
,19,2,So,PERSON
,19,2,David,PERSON
,19,2,Ammon,PERSON
,19,2,Hanun,NORP
,19,3,Ammon,PERSON
,19,3,"Hanun, Thinkest",ORG
,19,3,David,PERSON
,19,4,Hanun,PERSON
,19,4,David,PERSON
,19,5,David,PERSON
,19,5,Tarry,PERSON
,19,5,Jericho,GPE
,19,6,Ammon,PERSON
,19,6,David,PERSON
,19,6,Hanun,PERSON
,19,6,Ammon,PERSON
,19,6,thousand,CARDINAL
,19,6,Mesopotamia,LOC
,19,6,Syriamaachah,PERSON
,19,6,Zobah,PERSON
,19,7,So,PERSON
,19,7,thirty and two thousand,CARDINAL
,19,7,Maachah,LOC
,19,7,Medeba,GPE
,19,7,Ammon,PERSON
,19,8,David,PERSON
,19,8,Joab,PERSON
,19,9,Ammon,PERSON
,19,9,put,PERSON
,19,10,Joab,PERSON
,19,10,Israel,GPE
,19,10,put,PERSON
,19,10,Syrians,NORP
,19,11,Abishai,PERSON
,19,11,Ammon,PERSON
,19,12,Syrians,NORP
,19,12,Ammon,PERSON
,19,14,So,PERSON
,19,14,Joab,PERSON
,19,14,Syrians,NORP
,19,15,Ammon,PERSON
,19,15,Syrians,NORP
,19,15,Abishai,PERSON
,19,15,Joab,PERSON
,19,15,Jerusalem,GPE
,19,16,Syrians,NORP
,19,16,put,PERSON
,19,16,Israel,GPE
,19,16,Syrians,NORP
,19,16,Shophach,PERSON
,19,16,Hadarezer,ORG
,19,17,David,PERSON
,19,17,Israel,GPE
,19,17,Jordan,GPE
,19,17,So,PERSON
,19,17,David,PERSON
,19,17,put,PERSON
,19,17,Syrians,NORP
,19,18,Syrians,NORP
,19,18,Israel,GPE
,19,18,David,PERSON
,19,18,Syrians,NORP
,19,18,forty thousand,CARDINAL
,19,18,Shophach,PERSON
,19,19,Hadarezer,ORG
,19,19,put,PERSON
,19,19,Israel,GPE
,19,19,David,PERSON
,19,19,Syrians,NORP
,19,19,Ammon,PERSON
,20,1,the year,DATE
,20,1,Joab,PERSON
,20,1,Ammon,PERSON
,20,1,Rabbah,PERSON
,20,1,David,PERSON
,20,1,Jerusalem,GPE
,20,1,Joab smote Rabbah,PERSON
,20,2,David,PERSON
,20,2,David,PERSON
,20,3,so,PERSON
,20,3,David,PERSON
,20,3,Ammon,PERSON
,20,3,David,PERSON
,20,3,Jerusalem,GPE
,20,4,Gezer,PERSON
,20,4,Philistines,NORP
,20,4,Sibbechai,GPE
,20,4,Hushathite,NORP
,20,4,Sippai,PERSON
,20,5,Philistines,NORP
,20,5,Elhanan,GPE
,20,5,Jair,ORG
,20,5,Lahmi,PERSON
,20,5,Goliath,PERSON
,20,5,Gittite,ORG
,20,6,Gath,PERSON
,20,6,four,CARDINAL
,20,6,six,CARDINAL
,20,6,on,PERSON
,20,6,six,CARDINAL
,20,6,on,PERSON
,20,7,Israel,GPE
,20,7,Jonathan,PERSON
,20,7,Shimea David's,PERSON
,20,8,Gath,PERSON
,20,8,David,PERSON
,21,1,Satan,PERSON
,21,1,Israel,GPE
,21,1,David,PERSON
,21,1,Israel,GPE
,21,2,David,PERSON
,21,2,Joab,ORG
,21,2,Israel,GPE
,21,2,Beersheba,GPE
,21,2,Dan,PERSON
,21,3,Joab,PERSON
,21,3,hundred,CARDINAL
,21,3,so,PERSON
,21,3,Israel,GPE
,21,4,Joab,PERSON
,21,4,Joab,PERSON
,21,4,Israel,GPE
,21,4,Jerusalem,GPE
,21,5,Joab,PERSON
,21,5,David,PERSON
,21,5,Israel,GPE
,21,5,a thousand thousand and an hundred thousand,CARDINAL
,21,5,Judah,PERSON
,21,5,four hundred threescore and ten thousand,CARDINAL
,21,6,Levi,PERSON
,21,6,Benjamin,PERSON
,21,6,Joab,PERSON
,21,7,Israel,GPE
,21,8,David,PERSON
,21,9,Gad,PERSON
,21,9,David,PERSON
,21,10,David,PERSON
,21,10,three,CARDINAL
,21,10,one,CARDINAL
,21,11,So,PERSON
,21,11,Gad,PERSON
,21,11,David,PERSON
,21,12,three years',DATE
,21,12,three months,DATE
,21,12,three days,DATE
,21,12,Israel,GPE
,21,13,David,PERSON
,21,13,Gad,PERSON
,21,14,So,PERSON
,21,14,Israel,GPE
,21,14,Israel,GPE
,21,14,seventy thousand,CARDINAL
,21,15,Jerusalem,GPE
,21,15,Ornan the Jebusite,LOC
,21,16,David,PERSON
,21,16,Jerusalem,GPE
,21,16,David,PERSON
,21,16,Israel,GPE
,21,17,David,PERSON
,21,17,on,PERSON
,21,17,on,PERSON
,21,17,on,PERSON
,21,18,Gad,PERSON
,21,18,David,PERSON
,21,18,David,PERSON
,21,18,Ornan the Jebusite,LOC
,21,19,David,PERSON
,21,19,Gad,PERSON
,21,20,Ornan,PERSON
,21,20,four,CARDINAL
,21,20,Ornan,PERSON
,21,21,David,PERSON
,21,21,Ornan,PERSON
,21,21,Ornan,PERSON
,21,21,David,PERSON
,21,21,David,PERSON
,21,22,David,PERSON
,21,22,"Ornan, Grant",ORG
,21,23,Ornan,PERSON
,21,23,David,PERSON
,21,24,David,PERSON
,21,24,"Ornan, Nay",ORG
,21,25,So,PERSON
,21,25,David,PERSON
,21,25,Ornan,PERSON
,21,25,six hundred shekels,QUANTITY
,21,26,David,PERSON
,21,27,put,PERSON
,21,28,David,PERSON
,21,28,Ornan the Jebusite,LOC
,21,29,Moses,PERSON
,21,29,Gibeon,GPE
,21,30,David,PERSON
,22,1,David,PERSON
,22,1,Israel,GPE
,22,2,David,PERSON
,22,2,Israel,GPE
,22,3,David,PERSON
,22,4,Zidonians,NORP
,22,4,Tyre,ORG
,22,4,David,PERSON
,22,5,David,PERSON
,22,5,Solomon,PERSON
,22,5,So,PERSON
,22,5,David,PERSON
,22,5,death,PERSON
,22,6,Solomon,PERSON
,22,6,Israel,GPE
,22,7,David,PERSON
,22,7,Solomon,PERSON
,22,9,Solomon,PERSON
,22,9,Israel,GPE
,22,9,his days,DATE
,22,10,Israel,GPE
,22,12,Israel,GPE
,22,13,Moses,PERSON
,22,13,Israel,GPE
,22,14,an hundred thousand,CARDINAL
,22,14,a thousand thousand,CARDINAL
,22,17,David,PERSON
,22,17,Israel,GPE
,22,17,Solomon,PERSON
,22,18,on,PERSON
,22,19,ark,PERSON
,23,1,So,PERSON
,23,1,David,PERSON
,23,1,Solomon,PERSON
,23,1,Israel,GPE
,23,2,Israel,GPE
,23,2,Levites,PRODUCT
,23,3,Levites,ORG
,23,3,the age of thirty years,DATE
,23,3,thirty and eight thousand,CARDINAL
,23,4,twenty and four thousand,CARDINAL
,23,4,six thousand,CARDINAL
,23,5,four thousand,CARDINAL
,23,5,four thousand,CARDINAL
,23,5,David,PERSON
,23,6,David,PERSON
,23,6,Levi,PERSON
,23,6,Gershon,PERSON
,23,6,Kohath,PERSON
,23,6,Merari,ORG
,23,7,Gershonites,ORG
,23,7,Laadan,PERSON
,23,7,Shimei,ORG
,23,8,Laadan,PERSON
,23,8,Jehiel,PERSON
,23,8,Zetham,ORG
,23,8,Joel,PERSON
,23,8,three,CARDINAL
,23,9,Shimei,ORG
,23,9,Shelomith,ORG
,23,9,Haziel,ORG
,23,9,Haran,PERSON
,23,9,three,CARDINAL
,23,9,Laadan,PERSON
,23,10,Shimei,ORG
,23,10,"Jahath, Zina",PERSON
,23,10,Jeush,ORG
,23,10,Beriah,ORG
,23,10,four,CARDINAL
,23,10,Shimei,ORG
,23,11,Jahath,PERSON
,23,11,Zizah,PERSON
,23,11,second,ORDINAL
,23,11,Jeush and Beriah,ORG
,23,11,one,CARDINAL
,23,12,Kohath,GPE
,23,12,Amram,ORG
,23,12,Izhar,ORG
,23,12,Hebron,GPE
,23,12,Uzziel,ORG
,23,12,four,CARDINAL
,23,13,Amram,ORG
,23,13,Aaron,PERSON
,23,13,Moses,PERSON
,23,13,Aaron,PERSON
,23,14,Moses,PERSON
,23,14,Levi,PERSON
,23,15,Moses,PERSON
,23,15,Gershom,ORG
,23,15,Eliezer,PERSON
,23,16,Gershom,ORG
,23,16,Shebuel,PERSON
,23,17,Eliezer,PERSON
,23,17,Rehabiah,ORG
,23,17,Eliezer,PERSON
,23,17,Rehabiah,ORG
,23,18,Izhar,ORG
,23,18,Shelomith,PRODUCT
,23,19,Hebron,GPE
,23,19,Jeriah,ORG
,23,19,first,ORDINAL
,23,19,Amariah,ORG
,23,19,second,ORDINAL
,23,19,Jahaziel,PERSON
,23,19,third,ORDINAL
,23,19,Jekameam,EVENT
,23,19,fourth,ORDINAL
,23,20,Uzziel,ORG
,23,20,Micah,PERSON
,23,20,first,ORDINAL
,23,20,second,ORDINAL
,23,21,Merari,ORG
,23,21,Mahli,ORG
,23,21,Mushi,PERSON
,23,21,Mahli,PERSON
,23,21,Eleazar,PERSON
,23,21,Kish,GPE
,23,22,Eleazar,PERSON
,23,22,Kish,PERSON
,23,23,Mushi,PERSON
,23,23,Mahli,PERSON
,23,23,Eder,PERSON
,23,23,Jeremoth,PERSON
,23,23,three,CARDINAL
,23,24,Levi,PERSON
,23,24,the age of twenty years,DATE
,23,25,David,PERSON
,23,25,Israel,GPE
,23,25,Jerusalem,GPE
,23,26,Levites,ORG
,23,27,David,PERSON
,23,27,Levites,ORG
,23,27,twenty years old,DATE
,23,28,on,PERSON
,23,28,Aaron,PERSON
,23,30,every morning,TIME
,23,31,on,PERSON
,23,32,Aaron,PERSON
,24,1,Aaron,PERSON
,24,1,Aaron,PERSON
,24,1,Nadab,GPE
,24,1,Abihu,PERSON
,24,1,Eleazar,PERSON
,24,1,Ithamar,PERSON
,24,2,Nadab,ORG
,24,2,Abihu,PERSON
,24,2,Eleazar,PERSON
,24,2,Ithamar,PERSON
,24,3,David,PERSON
,24,3,Zadok,PERSON
,24,3,Eleazar,PERSON
,24,3,Ahimelech,PERSON
,24,3,Ithamar,ORG
,24,4,Eleazar,PERSON
,24,4,Ithamar,ORG
,24,4,Eleazar,PERSON
,24,4,sixteen,CARDINAL
,24,4,eight,CARDINAL
,24,4,Ithamar,PERSON
,24,5,lot,PERSON
,24,5,one,CARDINAL
,24,5,Eleazar,PERSON
,24,5,Ithamar,ORG
,24,6,Shemaiah,PERSON
,24,6,Nethaneel,PERSON
,24,6,one,CARDINAL
,24,6,Levites,ORG
,24,6,Zadok,PERSON
,24,6,Ahimelech,PERSON
,24,6,Abiathar,PERSON
,24,6,Levites,ORG
,24,6,one,CARDINAL
,24,6,Eleazar,PERSON
,24,6,one,CARDINAL
,24,6,Ithamar,GPE
,24,7,first,ORDINAL
,24,7,lot,PERSON
,24,7,Jehoiarib,GPE
,24,7,second,ORDINAL
,24,7,Jedaiah,ORG
,24,8,third,ORDINAL
,24,8,Harim,ORG
,24,8,fourth,ORDINAL
,24,8,Seorim,ORG
,24,9,fifth,ORDINAL
,24,9,Malchijah,PERSON
,24,9,sixth,ORDINAL
,24,9,Mijamin,PERSON
,24,10,seventh,ORDINAL
,24,10,Hakkoz,PERSON
,24,10,eighth,ORDINAL
,24,10,Abijah,PERSON
,24,11,ninth,ORDINAL
,24,11,Jeshuah,PERSON
,24,11,Shecaniah,GPE
,24,12,eleventh,ORDINAL
,24,12,Eliashib,PERSON
,24,12,twelfth,ORDINAL
,24,12,Jakim,PERSON
,24,13,Huppah,WORK_OF_ART
,24,13,fourteenth,ORDINAL
,24,13,Jeshebeab,GPE
,24,14,The fifteenth,DATE
,24,14,Bilgah,ORG
,24,14,the sixteenth to,DATE
,24,14,Immer,PERSON
,24,15,Hezir,PERSON
,24,15,Aphses,PERSON
,24,16,Pethahiah,ORG
,24,16,Jehezekel,PERSON
,24,17,Jachin,GPE
,24,17,Gamul,GPE
,24,18,three and twentieth,DATE
,24,18,Delaiah,ORG
,24,18,Maaziah,ORG
,24,19,Aaron,PERSON
,24,19,Israel,GPE
,24,20,Levi,PERSON
,24,20,Amram,ORG
,24,20,Shubael,GPE
,24,20,Jehdeiah,ORG
,24,21,Rehabiah,PERSON
,24,21,Rehabiah,ORG
,24,21,first,ORDINAL
,24,21,Isshiah,ORG
,24,22,Izharites,ORG
,24,22,Shelomoth,NORP
,24,22,Shelomoth,GPE
,24,22,Jahath,PERSON
,24,23,Hebron,GPE
,24,23,Jeriah,ORG
,24,23,first,ORDINAL
,24,23,Amariah,ORG
,24,23,second,ORDINAL
,24,23,Jahaziel,PERSON
,24,23,third,ORDINAL
,24,23,Jekameam,EVENT
,24,23,fourth,ORDINAL
,24,24,Uzziel,ORG
,24,24,Michah,PERSON
,24,24,Michah,PERSON
,24,24,Shamir,PERSON
,24,25,Michah,PERSON
,24,25,Isshiah,ORG
,24,25,Isshiah,ORG
,24,25,Zechariah,ORG
,24,26,Merari,ORG
,24,26,Mahli,PERSON
,24,26,Mushi,PERSON
,24,26,Jaaziah,ORG
,24,26,Beno,GPE
,24,27,Merari,ORG
,24,27,Jaaziah,ORG
,24,27,Beno,PERSON
,24,27,Shoham,PERSON
,24,27,Zaccur,LOC
,24,27,Ibri,PRODUCT
,24,28,Mahli,PERSON
,24,28,Eleazar,PERSON
,24,29,Kish,PERSON
,24,29,Kish,GPE
,24,29,Jerahmeel,GPE
,24,30,Mushi,ORG
,24,30,Mahli,PERSON
,24,30,Eder,PERSON
,24,30,Jerimoth,PERSON
,24,30,Levites,ORG
,24,31,Aaron,PERSON
,24,31,David,PERSON
,24,31,Zadok,PRODUCT
,24,31,Ahimelech,ORG
,24,31,Levites,ORG
,25,1,David,PERSON
,25,1,Asaph,GPE
,25,1,Heman,PERSON
,25,1,Jeduthun,GPE
,25,2,Asaph,GPE
,25,2,Zaccur,LOC
,25,2,Joseph,PERSON
,25,2,Nethaniah,ORG
,25,2,Asarelah,ORG
,25,2,Asaph,GPE
,25,2,Asaph,ORG
,25,3,Jeduthun,GPE
,25,3,Jeduthun,GPE
,25,3,Gedaliah,GPE
,25,3,Zeri,PERSON
,25,3,"Jeshaiah, Hashabiah",ORG
,25,3,Mattithiah,PERSON
,25,3,six,DATE
,25,3,Jeduthun,PERSON
,25,4,Heman,PERSON
,25,4,"Heman: Bukkiah, Mattaniah",PERSON
,25,4,Uzziel,ORG
,25,4,Shebuel,PERSON
,25,4,Jerimoth,PERSON
,25,4,Hananiah,GPE
,25,4,Hanani,PERSON
,25,4,Eliathah,PERSON
,25,4,Giddalti,PERSON
,25,4,Romamtiezer,PERSON
,25,4,Joshbekashah,PERSON
,25,4,Mallothi,PERSON
,25,4,Hothir,PERSON
,25,4,Mahazioth,NORP
,25,5,Heman,PERSON
,25,5,Heman,PERSON
,25,5,fourteen,CARDINAL
,25,5,three,CARDINAL
,25,6,Asaph,GPE
,25,6,Jeduthun,GPE
,25,6,Heman,PERSON
,25,7,So,PERSON
,25,7,two hundred fourscore and eight,DATE
,25,9,first,ORDINAL
,25,9,lot,PERSON
,25,9,Asaph,PERSON
,25,9,Joseph,PERSON
,25,9,second,ORDINAL
,25,9,Gedaliah,PERSON
,25,9,twelve,CARDINAL
,25,10,third,ORDINAL
,25,10,Zaccur,LOC
,25,10,twelve,CARDINAL
,25,11,fourth,ORDINAL
,25,11,Izri,PERSON
,25,11,twelve,CARDINAL
,25,12,fifth,ORDINAL
,25,12,Nethaniah,ORG
,25,12,twelve,CARDINAL
,25,13,sixth,ORDINAL
,25,13,Bukkiah,PERSON
,25,13,twelve,CARDINAL
,25,14,seventh,ORDINAL
,25,14,Jesharelah,PERSON
,25,14,twelve,CARDINAL
,25,15,eighth,ORDINAL
,25,15,Jeshaiah,ORG
,25,15,twelve,CARDINAL
,25,16,ninth,ORDINAL
,25,16,Mattaniah,ORG
,25,16,twelve,CARDINAL
,25,17,tenth,ORDINAL
,25,17,Shimei,ORG
,25,17,twelve,CARDINAL
,25,18,eleventh,ORDINAL
,25,18,Azareel,PERSON
,25,18,twelve,CARDINAL
,25,19,twelfth,ORDINAL
,25,19,Hashabiah,ORG
,25,19,twelve,CARDINAL
,25,20,Shubael,PERSON
,25,20,twelve,CARDINAL
,25,21,Mattithiah,PERSON
,25,21,twelve,CARDINAL
,25,22,The fifteenth,DATE
,25,22,Jeremoth,PERSON
,25,22,twelve,CARDINAL
,25,23,The sixteenth,DATE
,25,23,Hananiah,ORG
,25,23,twelve,CARDINAL
,25,24,Joshbekashah,PERSON
,25,24,twelve,CARDINAL
,25,25,Hanani,GPE
,25,25,twelve,CARDINAL
,25,26,Mallothi,PERSON
,25,26,twelve,CARDINAL
,25,27,Eliathah,PERSON
,25,27,twelve,CARDINAL
,25,28,Hothir,PERSON
,25,28,twelve,CARDINAL
,25,29,two and twentieth,DATE
,25,29,Giddalti,PERSON
,25,29,twelve,CARDINAL
,25,30,Mahazioth,NORP
,25,30,twelve,CARDINAL
,25,31,Romamtiezer,PERSON
,25,31,twelve,CARDINAL
,26,1,Korhites,PERSON
,26,1,Kore,LOC
,26,1,Asaph,GPE
,26,2,Meshelemiah,ORG
,26,2,Zechariah,PERSON
,26,2,Jediael,GPE
,26,2,second,ORDINAL
,26,2,Zebadiah,ORG
,26,2,third,ORDINAL
,26,2,Jathniel,PERSON
,26,2,fourth,ORDINAL
,26,3,Elam,ORG
,26,3,fifth,ORDINAL
,26,3,Jehohanan,PERSON
,26,3,sixth,ORDINAL
,26,3,Elioenai,PERSON
,26,3,seventh,ORDINAL
,26,4,Shemaiah,PERSON
,26,4,Jehozabad,PERSON
,26,4,second,ORDINAL
,26,4,Joah,PERSON
,26,4,third,ORDINAL
,26,4,Sacar,PRODUCT
,26,4,fourth,ORDINAL
,26,4,Nethaneel,PERSON
,26,4,fifth,ORDINAL
,26,5,Ammiel,PERSON
,26,5,sixth,ORDINAL
,26,5,Issachar,WORK_OF_ART
,26,5,seventh,ORDINAL
,26,5,Peulthai,GPE
,26,5,eighth,ORDINAL
,26,6,Shemaiah,PERSON
,26,7,Shemaiah,GPE
,26,7,Othni,PERSON
,26,7,Rephael,ORG
,26,7,Obed,PERSON
,26,7,Elzabad,GPE
,26,7,Elihu,PERSON
,26,7,Semachiah,ORG
,26,8,threescore and two,CARDINAL
,26,9,Meshelemiah,ORG
,26,9,eighteen,CARDINAL
,26,10,Hosah,PERSON
,26,10,Merari,ORG
,26,10,Simri,PERSON
,26,11,Hilkiah,PERSON
,26,11,second,ORDINAL
,26,11,Tebaliah,ORG
,26,11,third,ORDINAL
,26,11,Zechariah,PERSON
,26,11,fourth,ORDINAL
,26,11,Hosah,PERSON
